Date,Open,High,Low,Close
08/31/20,1328.70,1333.30,1308.73,1310.66
08/28/20,1335.30,1337.61,1319.45,1323.31
08/27/20,1322.48,1331.64,1320.91,1326.81
08/26/20,1317.74,1323.97,1311.14,1322.55
08/25/20,1324.81,1327.42,1315.13,1315.99
08/24/20,1305.22,1318.20,1299.05,1317.11
08/21/20,1305.82,1307.64,1296.68,1299.26
08/20/20,1296.37,1303.72,1292.59,1296.79
08/19/20,1331.54,1332.79,1301.97,1308.67
08/18/20,1321.38,1330.40,1321.07,1330.11
08/17/20,1329.82,1331.80,1315.89,1320.91
08/14/20,1345.56,1347.63,1324.97,1327.05
08/13/20,1349.08,1353.53,1343.09,1346.69
08/11/20,1334.10,1343.16,1332.24,1336.84
08/10/20,1327.16,1330.17,1321.90,1322.01
08/07/20,1331.92,1333.21,1321.16,1324.40
08/06/20,1336.13,1346.49,1333.18,1333.22
08/05/20,1335.52,1341.23,1326.07,1337.35
08/04/20,1330.60,1338.08,1328.13,1330.81
08/03/20,1324.46,1325.31,1311.25,1321.23
07/31/20,1314.99,1328.64,1303.25,1328.53
07/30/20,1345.09,1347.45,1313.10,1315.74
07/29/20,1346.60,1349.91,1337.03,1338.35
07/24/20,1348.81,1350.93,1337.21,1340.92
07/23/20,1356.97,1363.90,1348.92,1359.65
07/22/20,1380.97,1382.29,1356.86,1357.04
07/21/20,1366.83,1379.15,1366.59,1377.00
07/20/20,1358.62,1365.71,1352.03,1358.29
07/17/20,1353.27,1361.39,1350.10,1359.58
07/16/20,1354.23,1357.26,1343.02,1347.86
07/15/20,1351.50,1356.93,1344.76,1354.31
07/14/20,1332.87,1342.30,1326.65,1341.07
07/13/20,1361.75,1363.82,1339.69,1342.37
07/10/20,1357.99,1363.28,1346.72,1350.50
07/09/20,1367.24,1370.80,1358.03,1365.81
07/08/20,1371.91,1379.71,1361.24,1362.46
07/07/20,1389.18,1391.77,1373.20,1373.22
07/03/20,1377.67,1380.08,1370.37,1372.27
07/02/20,1357.21,1376.31,1353.50,1374.13
07/01/20,1345.62,1350.16,1331.60,1349.44
06/30/20,1344.54,1351.59,1339.03,1339.03
06/29/20,1320.73,1329.94,1312.59,1329.76
06/26/20,1335.55,1344.04,1328.49,1330.34
06/25/20,1317.72,1325.88,1306.67,1325.88
06/24/20,1362.42,1365.46,1333.32,1333.43
06/23/20,1359.55,1361.84,1351.92,1356.43
06/22/20,1359.30,1367.98,1347.60,1352.18
06/19/20,1376.89,1380.02,1368.03,1370.82
06/18/20,1359.68,1377.39,1358.11,1372.98
06/17/20,1362.78,1381.00,1358.27,1376.18
06/16/20,1374.59,1376.99,1362.38,1367.13
06/15/20,1373.50,1379.78,1338.25,1341.99
06/12/20,1359.00,1386.22,1353.51,1382.56
06/11/20,1413.20,1421.51,1384.68,1396.77
06/10/20,1417.04,1423.36,1402.46,1418.77
06/09/20,1438.64,1448.13,1400.87,1408.37
06/08/20,1449.76,1454.95,1429.68,1438.66
06/05/20,1416.72,1438.09,1402.77,1435.70
06/04/20,1396.25,1413.54,1393.21,1411.01
06/02/20,1361.64,1374.29,1357.23,1374.18
06/01/20,1355.39,1362.46,1348.99,1352.37
05/29/20,1333.70,1342.88,1323.12,1342.85
05/28/20,1356.02,1358.60,1337.50,1337.51
05/27/20,1339.18,1345.53,1328.07,1345.11
05/26/20,1335.87,1345.31,1332.30,1336.09
05/25/20,1308.16,1323.43,1302.12,1320.98
05/22/20,1309.92,1311.54,1286.76,1303.97
05/21/20,1330.84,1333.25,1315.03,1320.69
05/20/20,1311.36,1322.22,1306.96,1322.20
05/19/20,1308.96,1318.01,1304.49,1309.95
05/18/20,1290.11,1295.94,1283.60,1286.53
05/15/20,1287.06,1289.24,1278.86,1280.76
05/14/20,1286.63,1290.24,1275.85,1280.40
05/13/20,1297.03,1303.28,1290.47,1294.55
05/12/20,1286.31,1301.88,1283.87,1299.69
05/11/20,1277.41,1293.35,1276.60,1287.30
05/08/20,1265.23,1270.54,1256.74,1266.02
05/07/20,1274.50,1277.36,1252.20,1257.98
05/05/20,1287.70,1289.09,1278.50,1278.63
04/30/20,1297.93,1301.66,1292.97,1301.66
04/29/20,1282.57,1286.45,1275.68,1282.68
04/28/20,1267.46,1283.01,1260.96,1274.99
04/27/20,1271.22,1272.75,1258.45,1267.41
04/24/20,1274.21,1280.02,1255.73,1258.78
04/23/20,1266.61,1276.18,1260.80,1272.53
04/22/20,1245.90,1262.43,1231.58,1261.81
04/21/20,1247.52,1260.96,1243.58,1252.92
04/20/20,1241.94,1273.25,1237.22,1266.40
04/17/20,1230.34,1239.52,1218.57,1239.24
04/16/20,1226.16,1231.05,1200.14,1200.15
04/15/20,1253.92,1261.66,1233.66,1236.10
04/14/20,1252.50,1267.55,1241.10,1256.35
04/13/20,1229.21,1237.23,1220.00,1236.78
04/10/20,1207.47,1228.07,1205.15,1228.03
04/09/20,1220.78,1243.50,1202.25,1210.48
04/08/20,1202.00,1213.55,1192.98,1205.77
04/07/20,1184.87,1220.67,1173.14,1214.95
04/03/20,1150.86,1156.59,1130.54,1138.84
04/02/20,1113.91,1142.47,1105.31,1138.27
04/01/20,1117.51,1132.10,1105.34,1105.51
03/31/20,1108.79,1127.92,1104.12,1125.86
03/30/20,1087.35,1094.12,1073.37,1087.82
03/27/20,1112.83,1124.28,1089.14,1099.76
