Date,High,Low,Open,Close,Volume,Adj Close
2017-03-01,39.900001525878906,39.400001525878906,39.79999923706055,39.900001525878906,47124000.0,33.3452262878418
2017-03-02,40.20000076293945,39.70000076293945,39.900001525878906,39.900001525878906,40710000.0,33.3452262878418
2017-03-03,39.70000076293945,39.5,39.5,39.599998474121094,35614000.0,33.09450149536133
2017-03-06,39.599998474121094,38.70000076293945,39.5,38.79999923706055,85752000.0,32.425933837890625
2017-03-07,39.099998474121094,38.79999923706055,38.79999923706055,38.900001525878906,47171000.0,32.509498596191406
2017-03-08,39.400001525878906,38.79999923706055,38.900001525878906,39.400001525878906,60501000.0,32.927364349365234
2017-03-09,39.20000076293945,38.79999923706055,39.099998474121094,39.0,49430000.0,32.593074798583984
2017-03-10,39.099998474121094,38.70000076293945,39.0,39.0,37112000.0,32.593074798583984
2017-03-13,39.400001525878906,38.79999923706055,39.0,39.400001525878906,40327000.0,32.927364349365234
2017-03-14,39.79999923706055,39.099998474121094,39.400001525878906,39.70000076293945,84833000.0,33.17807388305664
2017-03-15,39.79999923706055,39.5,39.70000076293945,39.5,42234000.0,33.01093673706055
2017-03-16,40.0,39.5,40.0,39.70000076293945,67448000.0,33.17807388305664
2017-03-17,39.900001525878906,39.599998474121094,39.79999923706055,39.599998474121094,53444000.0,33.09450149536133
2017-03-20,40.400001525878906,39.900001525878906,40.0,40.20000076293945,60715000.0,33.5959358215332
2017-03-21,40.79999923706055,40.20000076293945,40.400001525878906,40.599998474121094,40390000.0,33.930233001708984
2017-03-22,40.79999923706055,40.20000076293945,40.400001525878906,40.599998474121094,35429000.0,33.930233001708984
2017-03-23,40.79999923706055,40.20000076293945,40.79999923706055,40.20000076293945,33499000.0,33.5959358215332
2017-03-24,40.79999923706055,40.20000076293945,40.400001525878906,40.79999923706055,28918000.0,34.097373962402344
2017-03-27,40.79999923706055,40.20000076293945,40.79999923706055,40.400001525878906,71246000.0,33.76308059692383
2017-03-28,40.599998474121094,40.20000076293945,40.400001525878906,40.400001525878906,57818000.0,33.76308059692383
2017-03-29,39.70000076293945,39.400001525878906,39.599998474121094,39.5,31458000.0,33.848777770996094
2017-03-30,39.79999923706055,39.400001525878906,39.5,39.5,76110000.0,33.848777770996094
2017-03-31,39.79999923706055,38.70000076293945,39.70000076293945,38.70000076293945,103687000.0,33.163230895996094
2017-04-03,39.400001525878906,38.900001525878906,39.0,39.20000076293945,38942000.0,33.591697692871094
2017-04-04,39.400001525878906,39.0,39.099998474121094,39.20000076293945,55023000.0,33.591697692871094
2017-04-05,39.29999923706055,38.900001525878906,39.29999923706055,39.0,53016000.0,33.420310974121094
2017-04-07,39.29999923706055,38.900001525878906,39.099998474121094,39.20000076293945,46657000.0,33.591697692871094
2017-04-10,39.5,39.20000076293945,39.29999923706055,39.5,35646000.0,33.848777770996094
2017-04-11,39.599998474121094,39.29999923706055,39.599998474121094,39.400001525878906,32476000.0,33.763084411621094
2017-04-12,39.70000076293945,39.400001525878906,39.5,39.70000076293945,42293000.0,34.02015686035156
2017-04-17,39.599998474121094,39.29999923706055,39.5,39.29999923706055,27718000.0,33.67738723754883
2017-04-18,39.5,39.20000076293945,39.400001525878906,39.20000076293945,29205000.0,33.591697692871094
2017-04-19,39.5,39.20000076293945,39.20000076293945,39.29999923706055,26153000.0,33.67738723754883
2017-04-20,39.5,39.099998474121094,39.400001525878906,39.20000076293945,30203000.0,33.591697692871094
2017-04-21,39.400001525878906,39.0,39.29999923706055,39.0,30323000.0,33.420310974121094
2017-04-24,39.29999923706055,38.900001525878906,39.29999923706055,38.900001525878906,29944000.0,33.33461380004883
2017-04-25,39.099998474121094,38.79999923706055,38.900001525878906,39.0,31018000.0,33.420310974121094
2017-04-26,39.20000076293945,38.599998474121094,39.099998474121094,38.79999923706055,48800000.0,33.248924255371094
2017-04-27,39.099998474121094,38.599998474121094,38.70000076293945,38.79999923706055,21043000.0,33.248924255371094
2017-04-28,39.20000076293945,38.900001525878906,39.099998474121094,38.900001525878906,24511000.0,33.33461380004883
2017-05-02,39.099998474121094,38.79999923706055,38.79999923706055,38.900001525878906,34586000.0,33.33461380004883
2017-05-03,39.099998474121094,38.79999923706055,38.79999923706055,38.900001525878906,25868000.0,33.33461380004883
2017-05-04,39.099998474121094,38.900001525878906,39.0,39.0,27784000.0,33.420310974121094
2017-05-08,39.0,38.70000076293945,39.0,38.900001525878906,34961000.0,33.33461380004883
2017-05-09,39.0,38.70000076293945,39.0,38.70000076293945,23221000.0,33.163230895996094
2017-05-11,39.0,38.599998474121094,38.900001525878906,38.599998474121094,39760000.0,33.077537536621094
2017-05-12,38.900001525878906,37.900001525878906,38.79999923706055,38.099998474121094,101677000.0,32.64906692504883
2017-05-15,38.599998474121094,38.599998474121094,38.599998474121094,38.599998474121094,2347000.0,33.077537536621094
2017-05-16,39.400001525878906,38.79999923706055,39.0,39.29999923706055,91450000.0,33.67738723754883
2017-05-17,39.5,38.900001525878906,39.20000076293945,38.900001525878906,30017000.0,33.33461380004883
2017-05-18,39.29999923706055,39.0,39.20000076293945,39.20000076293945,26467000.0,33.591697692871094
2017-05-19,39.400001525878906,39.099998474121094,39.20000076293945,39.29999923706055,27021000.0,33.67738723754883
2017-05-22,39.5,39.099998474121094,39.400001525878906,39.29999923706055,35929000.0,33.67738723754883
2017-05-23,39.5,39.20000076293945,39.400001525878906,39.29999923706055,40191000.0,33.67738723754883
2017-05-24,39.599998474121094,39.29999923706055,39.29999923706055,39.5,39768000.0,33.848777770996094
2017-05-25,39.599998474121094,39.29999923706055,39.599998474121094,39.400001525878906,27641000.0,33.763084411621094
2017-05-26,39.400001525878906,39.099998474121094,39.20000076293945,39.29999923706055,30386000.0,33.67738723754883
2017-05-29,39.400001525878906,39.20000076293945,39.29999923706055,39.400001525878906,14873000.0,33.763084411621094
2017-05-30,39.5,39.099998474121094,39.400001525878906,39.20000076293945,13446000.0,33.591697692871094
2017-05-31,39.400001525878906,39.099998474121094,39.29999923706055,39.29999923706055,66392000.0,33.67738723754883
2017-06-01,39.29999923706055,38.79999923706055,39.20000076293945,39.0,32902000.0,33.420310974121094
2017-06-02,39.099998474121094,38.900001525878906,39.0,39.099998474121094,22348000.0,33.506004333496094
2017-06-05,39.29999923706055,38.20000076293945,39.20000076293945,38.29999923706055,88069000.0,32.82046127319336
2017-06-06,38.599998474121094,38.20000076293945,38.5,38.5,53708000.0,32.991844177246094
2017-06-07,38.900001525878906,38.5,38.599998474121094,38.5,44418000.0,32.991844177246094
2017-06-08,38.5,38.099998474121094,38.400001525878906,38.20000076293945,52907000.0,32.73475646972656
2017-06-09,38.29999923706055,38.0,38.29999923706055,38.29999923706055,48017000.0,32.82046127319336
2017-06-12,38.400001525878906,38.0,38.400001525878906,38.099998474121094,22450000.0,32.64906692504883
2017-06-13,38.599998474121094,37.900001525878906,38.20000076293945,38.5,64574000.0,32.991844177246094
2017-06-14,38.599998474121094,38.29999923706055,38.5,38.400001525878906,26723000.0,32.906158447265625
2017-06-15,38.400001525878906,37.900001525878906,38.29999923706055,38.0,52396000.0,32.563377380371094
2017-06-16,38.20000076293945,37.70000076293945,38.0,37.900001525878906,40507000.0,32.477684020996094
2017-06-19,38.20000076293945,38.0,38.0,38.0,16749000.0,32.563377380371094
2017-06-20,38.400001525878906,38.0,38.099998474121094,38.400001525878906,24501000.0,32.906158447265625
2017-06-21,38.20000076293945,37.70000076293945,38.20000076293945,37.70000076293945,80741000.0,32.30630874633789
2017-06-22,38.0,37.599998474121094,37.70000076293945,37.79999923706055,37459000.0,32.39198684692383
2017-06-23,38.099998474121094,37.79999923706055,37.79999923706055,38.0,24888000.0,32.563377380371094
2017-06-26,38.20000076293945,37.900001525878906,38.0,37.900001525878906,19854000.0,32.477684020996094
2017-06-27,38.099998474121094,37.900001525878906,38.0,38.0,19561000.0,32.563377380371094
2017-06-28,38.099998474121094,37.70000076293945,38.0,37.70000076293945,47308000.0,32.30630874633789
2017-06-29,37.900001525878906,37.5,37.79999923706055,37.5,76289000.0,32.13491439819336
2017-06-30,37.5,37.0,37.5,37.0,103831000.0,31.706449508666992
2017-07-03,37.400001525878906,37.099998474121094,37.20000076293945,37.29999923706055,33027000.0,31.96352767944336
2017-07-04,37.70000076293945,37.400001525878906,37.5,37.400001525878906,29610000.0,32.049217224121094
2017-07-05,37.5,37.20000076293945,37.400001525878906,37.29999923706055,26015000.0,31.96352767944336
2017-07-06,37.20000076293945,36.5,37.20000076293945,36.900001525878906,112079000.0,31.620759963989258
2017-07-07,37.400001525878906,36.70000076293945,36.70000076293945,37.400001525878906,44647000.0,32.049217224121094
2017-07-11,37.400001525878906,37.099998474121094,37.400001525878906,37.29999923706055,34718000.0,31.96352767944336
2017-07-12,37.5,37.20000076293945,37.400001525878906,37.20000076293945,34383000.0,31.877838134765625
2017-07-13,37.70000076293945,37.29999923706055,37.29999923706055,37.599998474121094,46734000.0,32.220611572265625
2017-07-14,37.70000076293945,37.29999923706055,37.599998474121094,37.400001525878906,32488000.0,32.049217224121094
2017-07-17,37.70000076293945,37.400001525878906,37.599998474121094,37.599998474121094,20325000.0,32.220611572265625
2017-07-18,38.0,37.5,37.599998474121094,38.0,31945000.0,32.563377380371094
2017-07-19,38.099998474121094,37.900001525878906,38.0,38.0,17774000.0,32.563377380371094
2017-07-20,38.20000076293945,37.79999923706055,38.20000076293945,37.79999923706055,22367000.0,32.39198684692383
2017-07-21,38.0,37.79999923706055,37.79999923706055,37.79999923706055,12618000.0,32.39198684692383
2017-07-24,37.900001525878906,37.599998474121094,37.79999923706055,37.79999923706055,19704000.0,32.39198684692383
2017-07-25,38.5,37.70000076293945,37.900001525878906,38.5,62237000.0,32.991844177246094
2017-07-26,39.0,38.599998474121094,38.599998474121094,38.79999923706055,76631000.0,33.248924255371094
2017-07-27,38.900001525878906,38.70000076293945,38.900001525878906,38.79999923706055,26683000.0,33.248924255371094
2017-07-31,39.0,38.5,39.0,38.79999923706055,99014000.0,33.248924255371094
2017-08-01,38.79999923706055,38.5,38.70000076293945,38.599998474121094,33341000.0,33.077537536621094
2017-08-02,38.599998474121094,38.099998474121094,38.5,38.099998474121094,58428000.0,32.64906692504883
2017-08-03,38.400001525878906,38.0,38.099998474121094,38.0,46016000.0,32.563377380371094
2017-08-04,38.29999923706055,37.900001525878906,38.0,38.099998474121094,27719000.0,32.64906692504883
2017-08-07,38.29999923706055,38.099998474121094,38.099998474121094,38.20000076293945,15638000.0,32.73475646972656
2017-08-08,38.400001525878906,38.099998474121094,38.29999923706055,38.20000076293945,23598000.0,32.73475646972656
2017-08-09,38.400001525878906,38.099998474121094,38.20000076293945,38.400001525878906,20249000.0,32.906158447265625
2017-08-10,38.5,38.20000076293945,38.400001525878906,38.20000076293945,24355000.0,32.73475646972656
2017-08-11,38.29999923706055,38.0,38.099998474121094,38.099998474121094,37503000.0,32.64906692504883
2017-08-15,38.5,38.20000076293945,38.400001525878906,38.400001525878906,26372000.0,32.906158447265625
2017-08-16,38.5,38.29999923706055,38.29999923706055,38.400001525878906,18087000.0,32.906158447265625
2017-08-17,38.599998474121094,38.29999923706055,38.5,38.5,22242000.0,32.991844177246094
2017-08-18,39.0,38.400001525878906,38.5,38.900001525878906,43101000.0,33.33461380004883
2017-08-21,39.5,39.0,39.0,39.29999923706055,49173000.0,33.67738723754883
2017-08-22,39.29999923706055,39.099998474121094,39.29999923706055,39.20000076293945,26078000.0,33.591697692871094
2017-08-23,39.400001525878906,39.20000076293945,39.29999923706055,39.400001525878906,20586000.0,33.763084411621094
2017-08-24,39.5,39.20000076293945,39.400001525878906,39.29999923706055,32167000.0,33.67738723754883
2017-08-25,39.5,39.099998474121094,39.29999923706055,39.400001525878906,38937000.0,33.763084411621094
2017-08-28,39.400001525878906,39.400001525878906,39.400001525878906,39.400001525878906,5629000.0,33.763084411621094
2017-08-29,40.79999923706055,39.29999923706055,39.400001525878906,40.0,199823000.0,34.27724075317383
2017-08-30,40.79999923706055,40.0,40.400001525878906,40.20000076293945,96940000.0,34.44862747192383
2017-08-31,40.20000076293945,39.400001525878906,39.5,39.900001525878906,86320000.0,34.88579559326172
2017-09-01,40.20000076293945,39.79999923706055,40.20000076293945,40.0,49800000.0,34.97322463989258
2017-09-04,40.20000076293945,39.79999923706055,39.79999923706055,39.900001525878906,34769000.0,34.88579559326172
2017-09-05,40.20000076293945,39.79999923706055,40.0,40.0,33978000.0,34.97322463989258
